json_path,split
output_basslines/.38 Special/Caught Up In You.json,train
output_basslines/101_Strings/Theme_From_The_Godfather.json,train
output_basslines/10cc/Dreadlock_Holiday.json,train
output_basslines/10cc/The_Things_We_Do_for_Love.json,train
output_basslines/1910_Fruitgum_Company/Simon_Says.json,train
output_basslines/20_Fingers/Lick_It.json,train
output_basslines/20_Fingers/Short_Dick_Man.json,train
output_basslines/2_Brothers_on_the_4th_Floor/Come_Take_My_Hand.json,train
output_basslines/2_Brothers_on_the_4th_Floor/Let_Me_Be_Free.json,train
output_basslines/2_Brothers_on_the_4th_Floor/Never_Alone.json,train
output_basslines/311/All_Mixed_Up.json,train
output_basslines/311/T_P_Combo.json,train
output_basslines/883/Andra_tutto_bene_58_.json,train
output_basslines/883/Chiuditi_nel_cesso.json,train
output_basslines/883/Con_un_deca.json,train
output_basslines/883/Cumuni.json,train
output_basslines/883/Dimmi_perche_remix_.json,train
output_basslines/883/Grazie_mille.json,train
output_basslines/883/Hanno_ucciso_luomo_ragno.json,train
output_basslines/883/Innamorare_tanto.json,train
output_basslines/883/La_regola_dellamico.json,train
output_basslines/883/Nella_notte.json,train
output_basslines/883/Nella_notte_Molella_remix_.json,train
output_basslines/883/Non_mi_arrendo.json,train
output_basslines/883/Non_ti_passa_piu.json,train
output_basslines/883/Nord_Sud_Ovest_Est.json,train
output_basslines/883/Rotta_x_casa_di_Dio.json,train
output_basslines/883/Sei_un_mito.json,train
output_basslines/883/Senza_averti_qui.json,train
output_basslines/883/Tieni_il_tempo.json,train
output_basslines/883/Un_giorno_cosi.json,train
output_basslines/883/Viaggio_al_centro_del_mondo.json,train
"output_basslines/ABBA/Andante,_Andante.json",train
output_basslines/ABBA/Angeleyes.json,train
"output_basslines/ABBA/Another_Town,_Another_Train.json",train
output_basslines/ABBA/Dance_While_the_Music_Still_Goes_on_.json,train
output_basslines/ABBA/Dancing_Queen.json,train
output_basslines/ABBA/Does_Your_Mother_Know.json,train
output_basslines/ABBA/Fernando.json,train
output_basslines/ABBA/Gimme_Gimme_Gimme.json,train
"output_basslines/ABBA/Hamlet_III,_Part_2.json",train
"output_basslines/ABBA/Hey,_Hey_Helen.json",train
output_basslines/ABBA/Hole_In_Your_Soul.json,train
output_basslines/ABBA/Honey_Honey.json,train
output_basslines/ABBA/I_Am_the_City.json,train
"output_basslines/ABBA/I_Do,_I_Do,_I_Do,_I_Do.json",train
output_basslines/ABBA/Im_a_Marionette.json,train
output_basslines/ABBA/Just_Like_That_Full_Sax_version_1983_.json,train
output_basslines/ABBA/Kisses_of_Fire.json,train
"output_basslines/ABBA/Knowing_Me,_Knowing_You.json",train
output_basslines/ABBA/Lay_All_Your_Love_on_Me.json,train
"output_basslines/ABBA/Money,_Money,_Money.json",train
output_basslines/ABBA/Move_On.json,train
output_basslines/ABBA/Name_of_the_Game.json,train
output_basslines/ABBA/Nina_Pretty_Ballerina.json,train
output_basslines/ABBA/Opus_10.json,train
output_basslines/ABBA/S.O.S.json,train
output_basslines/ABBA/Summer_Night_City.json,train
output_basslines/ABBA/Super_Trooper.json,train
output_basslines/ABBA/Take_a_Chance_on_Me.json,train
output_basslines/ABBA/Thats_Me.json,train
output_basslines/ABBA/The_Visitors.json,train
output_basslines/ABBA/The_Winner_Takes_It_All.json,train
output_basslines/ABBA/Tiger.json,train
output_basslines/ABBA/Two_for_the_Price_of_One.json,train
output_basslines/ABBA/Voulez_Vous.json,train
output_basslines/ABBA/Waterloo.json,train
output_basslines/ABBA/Why_Did_It_Have_to_Be_Me.json,train
output_basslines/AL_Bano/Felicita.json,train
output_basslines/ARMSTRONG_LOUIS/Cest_si_bon.json,train
output_basslines/ARMSTRONG_LOUIS/La_Vie_en_rose.json,train
output_basslines/A_Taste_of_Honey/Boogie_Oogie_Oogie.json,train
output_basslines/A_Teens/Mamma_Mia.json,train
output_basslines/A_Teens/Super_Trouper.json,train
output_basslines/Aaliyah/Are_You_That_Somebody.json,train
output_basslines/Aaliyah/Try_Again.json,train
output_basslines/Aaron_Neville/The_Grand_Tour.json,train
output_basslines/Ace_of_Base/All_That_She_Wants.json,train
"output_basslines/Ace_of_Base/Always_Have,_Always_Will.json",train
output_basslines/Ace_of_Base/Beautiful_Life.json,train
output_basslines/Ace_of_Base/Dont_Turn_Around.json,train
output_basslines/Ace_of_Base/Happy_Nation.json,train
output_basslines/Ace_of_Base/Life_Is_a_Flower.json,train
output_basslines/Ace_of_Base/Living_in_Danger.json,train
output_basslines/Ace_of_Base/Lucky_Love.json,train
output_basslines/Ace_of_Base/The_Sign.json,train
output_basslines/Ace_of_Base/Wheel_of_Fortune.json,train
output_basslines/Acoustic_Alchemy/The_Blue_Chip_Bop.json,train
output_basslines/Adamo/Affida_una_lacrima_al_vento.json,train
output_basslines/Adamo/Mis_manos_en_tu_cintura.json,train
output_basslines/Adamo/Non_mi_tenere_il_Broncio.json,train
output_basslines/Adamo/Non_sei_tu_Si_jamais_.json,train
"output_basslines/Adamo/Sans_toi,_ma_mie.json",train
output_basslines/Adamo/Una_ciocca_di_capelli.json,train
output_basslines/Adventures_of_Stevie_V./Dirty_Cash_Dime_and_Dollar_mix_.json,train
output_basslines/Aerosmith/Cryin.json,train
output_basslines/Aerosmith/Dude_Looks_Like_A_Lady_.json,train
output_basslines/Aerosmith/Eat_the_Rich.json,train
output_basslines/Aerosmith/Falling_in_Love_Is_Hard_on_the_Knees_.json,train
output_basslines/Aerosmith/Janies_Got_a_Gun.json,train
output_basslines/Aerosmith/Kings_and_Queens.json,train
output_basslines/Aerosmith/Seasons_of_Wither.json,train
output_basslines/Aerosmith/Sweet_Emotion.json,train
output_basslines/Aerosmith/The_Other_Side.json,train
output_basslines/Aerosmith/Walk_This_Way.json,train
output_basslines/Air_Supply/Even_the_Nights_Are_Better.json,train
output_basslines/Al_Hirt/Frankie_and_Johnny.json,train
output_basslines/Al_Hirt/When_the_Saints_Go_Marching_In.json,train
output_basslines/Al_Jarreau/Moonlighting_Theme_.json,train
output_basslines/Al_Jarreau/Roof_Garden.json,train
output_basslines/Al_Jarreau/Were_in_This_Love_Together.json,train
output_basslines/Al_Jolson/You_Made_Me_Love_You.json,train
output_basslines/Al_Martino/Blue_Spanish_Eyes.json,train
output_basslines/Al_Martino/Spanish_Eyes.json,train
output_basslines/Al_Martino/Volare.json,train
output_basslines/Al_Stewart/On_The_Border.json,train
output_basslines/Al_Stewart/The_Year_of_the_Cat.json,train
output_basslines/Al_Stewart/Time_Passages.json,train
output_basslines/Alain_Bashung/Osez_Josephine.json,train
output_basslines/Alan_Parsons/Ammonia_Avenue.json,train
output_basslines/Alan_Parsons/Dont_Let_It_Show.json,train
output_basslines/Alan_Parsons/The_Turn_of_a_Friendly_Card.json,train
output_basslines/Alanis_Morissette/All_I_Really_Want.json,train
output_basslines/Alanis_Morissette/Hand_in_My_Pocket.json,train
output_basslines/Alanis_Morissette/Head_Over_Feet.json,train
output_basslines/Alanis_Morissette/Joining_You.json,train
output_basslines/Alanis_Morissette/Mary_Jane.json,train
output_basslines/Alanis_Morissette/Thank_U.json,train
output_basslines/Alanis_Morissette/The_Couch.json,train
output_basslines/Alanis_Morissette/Uninvited.json,train
output_basslines/Alanis_Morissette/Unsent.json,train
output_basslines/Alanis_Morissette/You_Oughta_Know.json,train
output_basslines/Alannah_Myles/Black_Velvet.json,train
output_basslines/Albert_Hammond/It_Never_Rains_In_Southern_California.json,train
output_basslines/Albert_Hammond/It_Never_Rains_in_Southern_Californa.json,train
output_basslines/Albert_West/For_the_Good_Times.json,train
output_basslines/Alberti/De_glimlach_van_een_kind.json,train
output_basslines/Alberti/Niemand_laat_zijn_eigen_kind_alleen.json,train
output_basslines/Alberto_Fortis/Figlio_di_niente.json,train
output_basslines/Alberto_Fortis/Milano_e_Vincenzo.json,train
output_basslines/Alexander_Peter/Hier_ist_ein_Mensch.json,train
output_basslines/Alice/GEMINI-0-eternal.json,train
output_basslines/Alice/Una_Notte_Speciale.json,train
output_basslines/Alien_Ant_Farm/Smooth_Criminal.json,train
"output_basslines/Alive/Tighter,_Tighter.json",train
output_basslines/Alizee/Moi..._Lolita.json,train
output_basslines/All-4-One/I_Swear.json,train
output_basslines/All_Saints/Black_Coffee.json,train
output_basslines/All_Saints/Bootie_Call.json,train
output_basslines/All_Saints/I_Know_Where_Its_At.json,train
output_basslines/All_Saints/Pure_Shoes.json,train
"output_basslines/Allan_Sherman/Hello_Mudduh,_Hello_Fadduh_A_Letter_from_Camp_.json",train
output_basslines/Alma_Cogan/Tennessee_Waltz.json,train
output_basslines/Alpentrio_Tirol/Alpentrio_Hitmix_Alpentrio-Medley_Hast_a_bisserl_Zeit_fur_mi_Tepperter_Bua_Hallo_kleine_Traumfrau_Vergiss_die_Liebe_nicht_Ich_freu_mich_schon_auf_dich_Ich_hab_was_ganz_liebs_traumt_von_dir_Geheimnis_der_Johannesnacht_Engel_v._Ma.json,train
output_basslines/Alpert/A_Banda.json,train
output_basslines/Alpert/A_Taste_of_Honey.json,train
output_basslines/Alpert/So_Whats_New.json,train
output_basslines/Alpert/South_of_the_Border.json,train
output_basslines/Alpert/Tijuana_Taxi.json,train
output_basslines/Alunni_del_Sole/Isa..._Isabella.json,train
output_basslines/Amber/This_Is_Your_Night.json,train
output_basslines/Amedeo_Minghi/Decenni.json,train
output_basslines/Amedeo_Minghi/E_questo_il_vivere.json,train
output_basslines/Amedeo_Minghi/Futuro_come_te.json,train
output_basslines/Amedeo_Minghi/Gelosi_amori_miei.json,train
output_basslines/Amedeo_Minghi/La_vita_mia.json,train
output_basslines/Amedeo_Minghi/Nene.json,train
output_basslines/Amedeo_Minghi/Notte_bella_magnifica.json,train
output_basslines/America/A_Horse_With_No_Name.json,train
output_basslines/America/Daisy_Jane.json,train
output_basslines/America/Lonely_People.json,train
output_basslines/America/Muskrat_Love.json,train
output_basslines/America/Sister_Golden_Hair.json,train
output_basslines/America/Tin_Man.json,train
output_basslines/America/Ventura_Highway.json,train
output_basslines/American_Made/American_Made.json,train
output_basslines/Amie_Comeaux/Blue.json,train
"output_basslines/Amos,_Tori/1000_Oceans.json",train
"output_basslines/Amos,_Tori/Daisy_Dead_Petals.json",train
"output_basslines/Amos,_Tori/Here_in_My_Head.json",train
"output_basslines/Amos,_Tori/Humpty_Dumpty.json",train
"output_basslines/Amos,_Tori/Ode_to_the_Banana_King.json",train
"output_basslines/Amos,_Tori/Playboy_Mommy.json",train
"output_basslines/Amos,_Tori/Raspberry_Swirl.json",train
output_basslines/Ana_Caram/La_Cumbia.json,train
output_basslines/Anastacia/Im_Outta_Love.json,train
output_basslines/Anastacia/Not_That_Kind.json,train
output_basslines/Anastacia/One_Day_in_Your_Life.json,train
output_basslines/Anastacia/Paid_My_Dues.json,train
output_basslines/Anastacia/Whyd_You_Lie_To_Me.json,train
output_basslines/Andre_Hazes/De_hoogste_tijd.json,train
output_basslines/Andre_Hazes/Droomland.json,train
output_basslines/Andre_Hazes/Het_laatste_rondje.json,train
output_basslines/Andre_Hazes/Ik_dacht_dat_het_uit_was.json,train
output_basslines/Andre_Hazes/Ik_meen_t.json,train
output_basslines/Andre_Hazes/Italiaanse_medley.json,train
output_basslines/Andre_Hazes/Leef_je_uit.json,train
output_basslines/Andre_Hazes/Manke_Nelis_medley.json,train
output_basslines/Andre_Hazes/Medley_Laat_de_Zon_Maar_Schijnen_De_Vakantie_Van_de_Eeuw_We_Gaan_Er_Eentje_Pakken_Zeg_Geen_Nee_Tegen_Het_Leven_Ik_Bel_Leven_Op_Het_Plein_Zomer_.json,train
output_basslines/Andre_Hazes/Terug_in_de_tijd.json,train
output_basslines/Andre_Hazes/Uit_mn_bol.json,train
output_basslines/Andre_Hazes/n_Beetje_verliefd.json,train
output_basslines/Andre_Moss/Rosita.json,train
output_basslines/Andre_and_Adriano/Vira_e_mexe.json,train
output_basslines/Andre_van_Duin/Er_staat_een_paard_in_de_gang.json,train
output_basslines/Andre_van_Duin/Het_pizzalied_Effe_wachte..._.json,train
output_basslines/Andrea_Bocelli/Con_Te_Partiro.json,train
output_basslines/Andrea_Bocelli/Il_mare_calmo_della_sera.json,train
output_basslines/Andrea_Bocelli/Nel_cuore_lei.json,train
output_basslines/Andrea_Bocelli/O_mare_e_tu.json,train
output_basslines/Andrea_Bocelli/O_sole_mio.json,train
output_basslines/Andrea_Bocelli/Per_amore.json,train
output_basslines/Andrea_Bocelli/Rapsodia.json,train
output_basslines/Andrea_Bocelli/Sogno.json,train
output_basslines/Andrea_Bocelli/Time_to_Say_Goodbye.json,train
output_basslines/Andrea_Bocelli/Tosca_E_lucevan_le_stelle....json,train
"output_basslines/Andrew_Lloyd_Webber/The_Phantom_of_the_Opera_Act_II._The_Point_of_No_Return_Phantom,_Christine_.json",train
output_basslines/Andy_Kim/Rock_Me_Gently.json,train
output_basslines/Angelo_Branduardi/Alla_fiera_dellest.json,train
output_basslines/Angelo_Branduardi/Cogli_la_prima_mela.json,train
output_basslines/Angelo_Branduardi/Domenica_e_lunedi.json,train
output_basslines/Angelo_Branduardi/Il_giocatore_di_biliardo.json,train
output_basslines/Angelo_Branduardi/Vanita_di_vanita.json,train
output_basslines/Animotion/Obsession.json,train
output_basslines/Anita_Ward/Ring_My_Bell.json,train
output_basslines/Ann_Peebles/Come_to_Mama.json,train
output_basslines/Anna_Oxa/Camminando_camminando.json,train
output_basslines/Anna_Oxa/Come_dirsi_ciao.json,train
output_basslines/Anna_Oxa/Donna_con_te.json,train
output_basslines/Anna_Oxa/E_tutto_un_attimo.json,train
output_basslines/Anna_Oxa/Mezzo_angolo_di_cielo.json,train
output_basslines/Anna_Oxa/Quando_nasce_un_amore.json,train
output_basslines/Anna_Oxa/Senza_pieta.json,train
output_basslines/Anna_Oxa/Spot.json,train
output_basslines/Anna_Oxa/Storie.json,train
output_basslines/Anna_Oxa/Un_Emozione_da_Poco-Pagliaccio.json,train
output_basslines/Anna_Oxa/Unemozione_da_poco.json,train
output_basslines/Annie_Lennox/Here_Comes_the_Rain_Again.json,train
output_basslines/Annie_Lennox/Its_Alright_Babys_Comin_Back_.json,train
output_basslines/Annie_Lennox/Missionary_Man.json,train
output_basslines/Annie_Lennox/No_More_I_Love_Yous.json,train
output_basslines/Annie_Lennox/Put_a_Little_Love_in_Your_Heart.json,train
output_basslines/Annie_Lennox/There_Must_Be_Angel_Playing_With_My_Heart_.json,train
output_basslines/Annie_Lennox/Walking_On_Broken_Glass.json,train
output_basslines/Annie_Lennox/Would_I_Lie_to_You.json,train
output_basslines/Antoine/Les_elucubrations.json,train
output_basslines/Antoine/Pietre.json,train
output_basslines/Antoine/Taxi.json,train
output_basslines/Arabesque/Take_Me_Dont_Break_Me.json,train
output_basslines/Army_of_Lovers/Israelism.json,train
output_basslines/Arrested_Development/Mr_Wendal.json,train
output_basslines/Arrested_Development/People_Everyday.json,train
output_basslines/Articolo_31/Domani_smetto.json,train
output_basslines/Articolo_31/Tranqi_Funky.json,train
output_basslines/Asia/Only_Time_Will_Tell.json,train
output_basslines/Atkins_Chet/Pickin_My_Way.json,train
output_basslines/Atkins_Chet/Rocky_Top.json,train
output_basslines/Atkins_Chet/Steel_Guitar_Rag.json,train
output_basslines/Atkins_Chet/Yakety_Sax.json,train
output_basslines/Atlanta_Rhythm_Section/Imaginary_Lover.json,train
output_basslines/Atlantic_Ocean/Waterfall.json,train
output_basslines/Atlantic_Starr/Secret_Lovers.json,train
output_basslines/Average_White_Band/Cut_the_Cake.json,train
output_basslines/Average_White_Band/Pick_Up_The_Pieces.json,train
output_basslines/Axelle_Red/Amoureuse_Ou_Pas.json,train
output_basslines/Axelle_Red/Ce_Matin.json,train
output_basslines/Axelle_Red/Je_tattends.json,train
output_basslines/Axelle_Red/Le_Monde_Tourne_Mal.json,train
output_basslines/Axelle_Red/Parce_Que_CEst_Toi.json,train
output_basslines/Axelle_Red/Sensualite.json,train
output_basslines/B.B._King/B._B._Boogie.json,train
output_basslines/B.B._King/Into_The_Night.json,train
output_basslines/B.B._King/To_Know_You_Is_to_Love_You.json,train
output_basslines/B.B._King/Why_I_Sing_the_Blues.json,train
output_basslines/B.G._The_Prince_of_Rap/The_Colour_of_My_Dreams_Dream-In-House-mix_.json,train
"output_basslines/BAGINSKY,GABY/Wer_hat_dir_das_Kussen_beigebracht.json",train
output_basslines/BAP/Nix_wie_bessher.json,train
output_basslines/BAP/Verdammt_lang_her.json,train
output_basslines/BBE/7_Days_One_Week.json,train
output_basslines/BERRY_CHUCK/No_Particular_Place_To_Go.json,train
"output_basslines/BRECK,FREDDY/Rote_Rosen.json",train
"output_basslines/BUTLER,_JONATHAN/Lies.json",train
output_basslines/BZN/My_Number_One.json,train
output_basslines/BZN/Oh_Me_Oh_My.json,train
output_basslines/BZN/Santo_Domingo.json,train
output_basslines/BZN/Yeppa.json,train
output_basslines/Babyface/Everytime_I_Close_My_Eyes.json,train
output_basslines/Babyface/The_Day_That_You_Gave_Me_a_Son_.json,train
output_basslines/Babylon_Zoo/Spaceman.json,train
output_basslines/Baccara/Yes_Sir_I_Can_Boogie.json,train
"output_basslines/Bach_Johann_Sebastian/2-Part_Invention_No._1_in_C_major,_BWV_772.json",train
"output_basslines/Bach_Johann_Sebastian/2-Part_Invention_No._8_in_F_major,_BWV_779.json",train
output_basslines/Bach_Johann_Sebastian/Bach.json,train
output_basslines/Bach_Johann_Sebastian/Badinerie.json,train
"output_basslines/Bach_Johann_Sebastian/Brandenburg_Concerto_No._2_in_F_major,_BWV_1047_III._Allegro_assai.json",train
"output_basslines/Bach_Johann_Sebastian/Brandenburgisches_Konzert_Nr._1_F-Dur,_BWV_1046_IV._Menuet-Trio-Menuet-Polonaise-Menuet-Trio-Menuet.json",train
